"","X1","business_id","name","address","city","state","postal_code","latitude","longitude","stars","review_count","is_open"
"338",780,"yX-eHIG--H3geTNWZ2Q6SA","Crush Gourmet Raspados","1712 N Santa Rosa Ave","Tucson","AZ","85712",32.2436522,-110.8859797,5,5,0
"339",781,"zIDuAuwyaLmNwv4k18mbwA","India Palace","4213 Lafayette Rd","Indianapolis","IN","46254",39.8317759,-86.2404209,3.5,167,1
"340",783,"yQhu3LbnB2gQgrquHZ_S6Q","Saladworks","2804 S Eagle Rd","Newtown","PA","18940",40.2340046,-74.9414872286,3,42,0
"341",784,"ZfWVso8VlT0VN14rxVHccQ","Candida's Pizza","35 E Butler Ave","Ambler","PA","19002",40.154294,-75.2229125,2.5,22,0
"342",798,"Gki1ureeRKqlIkQ-AELDVg","Brugada","204 Commerce St","Nashville","TN","37201",36.163323,-86.7765917,3.5,49,1
"343",800,"L0-MS0MbQhEWAPLkjCqhpg","O'Shucks Seafood & Grill","111 Boardwalk Pl W, Ste 203","Madeira Beach","FL","33708",27.7852179,-82.7821118,3.5,29,0
"344",803,"2qhuQ-tnonyLEQLw2cbvAg","Tim Hortons","12852 167 Avenue NW","Edmonton","AB","T6V 1J6",53.6301604595,-113.5449765623,3,9,1
"345",810,"Zj5PX3ZE4V6DB4XqP3HfcQ","Edible Arrangements","1259 Blackwood Clementon Rd","Clementon","NJ","08021",39.8050368,-75.0275069,2.5,6,1
"346",811,"q2N2KLhAeD0c0p-ryI3uDg","HotBox Pizza","124 E Northfield Dr","Brownsburg","IN","46112",39.85806,-86.390022,3.5,14,1
"347",814,"q4m9o8LDJRrdU1DcgcAm3w","Auntie Anne's","27001 US Highway 19 N","Clearwater","FL","33761",28.0173889,-82.734549,2.5,10,1
"348",817,"z7sp6u5JnNlq2ziu31EFvw","CVS Optical","1405 South 10th St","Philadelphia","PA","19147",39.9315261618,-75.1607671842,2.5,35,1
"349",821,"JomDoQafikclSVVCPkWjnA","Cedar Park Cafe","4914 Baltimore Ave","Philadelphia","PA","19143",39.94796,-75.22198,4,301,1
"350",822,"gI34hM-873fwF1XQ8hOaSg","Joe’s Pizza and Pasta","5775 Godfrey Rd, Ste A","Godfrey","IL","62035",38.9491828,-90.1903059,4,17,1
"351",823,"EjzWyITI75CKSKb6RGCG_Q","Sonny's BBQ","8106 W Hillsborough Avenue","Tampa","FL","33615",27.9958415,-82.5722699,3,11,0
"352",828,"1ddqdY_piKp-abaZ-bGRSA","Crescent City Steak House","1001 N Broad St","New Orleans","LA","70119",29.9733253,-90.0810244,3.5,226,1
"353",829,"fI8kWao4ejLDDGgWNxKiHw","Edible Arrangements","2416 Elliston Pl","Nashville","TN","37203",36.1482816,-86.8081665,2.5,12,1
"354",830,"clOOOBYvd1aUcFxA9uhFjQ","Tony Sopranos Pizza","312 Broad St","Florence Township","NJ","08518",40.1198350243,-74.8050415413,3,21,0
"355",831,"lCBLhf37pnkyZ-1MWNF3ag","Gandolfo's New York Deli","12908 N Dale Mabry Hwy","Tampa","FL","33618",28.0642084807,-82.5053286552,2.5,23,0
"356",835,"0pMj5xUAecW9o1P35B0AMw","Wawa","2544 W Main Street","Norristown","PA","19403",40.141292,-75.389286,3.5,8,1
"357",836,"MVmJuns9ZD9QLGltc0Am8g","Triple R's Smokehouse","1414 W Main St","Mascoutah","IL","62258",38.4935850144,-89.8207885399,4.5,8,0
"358",838,"l7gFSHojInQCglAVbv2_FQ","Tony luke's","222 Rowan Blvd","Glassboro","NJ","08028",39.7053901,-75.1136931,2.5,20,0
"359",840,"RuBWR6CAgVi7iWR8LHUi6A","Lee House","10704 97 Street NW","Edmonton","AB","T5H 2L9",53.551925,-113.4896661,4,30,1
"360",841,"gl9APAes1BYYt_8UsDVsPg","Ted's Luncheonette","1201 Clearwater Largo Rd N","Largo","FL","33770",27.9278613,-82.7961982,4,37,1
"361",844,"5EGhvgDt_E-JPl4EhQkOtg","Edgehill Cafe","6900 Lenox Village Blvd, Ste 15","Nashville","TN","37211",36.024589,-86.71193,4,7,0
"362",845,"gyUBYwpUO_u0nqZdre4l1g","Shanghai Express","Church Rd & Hainespo","Marlton","NJ","08053",39.916113059,-74.9215189617,4,74,1
"363",850,"wMyHVb54Ne9SNasa4kjOCg","Carnivore","5257 Shaw Ave","St. Louis","MO","63110",38.6184117,-90.2741825,4.5,281,1
"364",855,"tj9T7SUDD0SZZwq0LqKz4Q","Pecos Liquor Store","522 Philadelphia Pike","Wilmington","DE","19809",39.7687065,-75.504173,5,9,1
"365",856,"F6hASqb_Z5ASXz0-pZFlfA","Edible Arrangements","6153 Ridge Ave, Unit A","Philadelphia","PA","19128",40.035169,-75.216409,3.5,10,1
"366",857,"4FaYG9qKDpDyr68bKmaIEw","Capitol Cellars","110 S 5th St","Boise","ID","83702",43.6135729,-116.1999038,4,176,1
"367",860,"rqaIe-61HKlWaGYmVwlw8Q","Petite 4","4 N Latah St","Boise","ID","83706",43.6046712,-116.22804,4.5,121,1
"368",863,"kq5Ghhh14r-eCxlVmlyd8w","The Coventry Deli","2000 Market St","Philadelphia","PA","19103",39.953291,-75.173645,4,65,1
"369",864,"yUcMPv-B9gCUUNT-GUiJbw","The flagpole Nola","2023 Esplanade Ave","New Orleans","LA","70116",29.9724753,-90.0724686,5,30,1
"370",865,"MYoRNLb5chwjQe3c_k37Gg","Sean Thorntons Public House","2401 E Allegheny Ave","Philadelphia","PA","19134",39.988107,-75.105553,3.5,6,1
"371",866,"pP4q0Mym-qt20nRqTKbzhQ","Morton's The Steakhouse","1411 Walnut St","Philadelphia","PA","19102",39.949603,-75.1649701595,3.5,149,0
"372",867,"3_y-iyx2kXmhdgVOZHvm4g","McCaffrey's Supermarket","635 Heacock Rd","Yardley","PA","19067",40.2210871,-74.8720194,3.5,35,1
"373",868,"lPuL8YgBHLhwaVp8ubMOFw","Dekalb Produce","1530 Dekalb Pike","Blue Bell","PA","19422",40.1535069,-75.3032712,4.5,16,1
"374",870,"MC5pczUOBUN-0MtJAYk46Q","Cupcake Fairies","2511 Bayou Rd","New Orleans","LA","70119",29.976258,-90.076105,5,20,1
"375",873,"L7mbUPFMAfetY0fzuYtZ_g","Dunkin'","130 N. Chester Ave","Delran","NJ","08075",40.0153779791,-74.9543424694,3,7,1
"376",875,"7Ct4QuWaY63DkAOXqEiVGA","Hong Kong Chinese Restaurant","326 N Chester Pike","Glenolden","PA","19036",39.9033171,-75.2844083,3,18,1
"377",881,"Wc-c_hQK4vFCl9keeVTUZw","Felix's Restaurant & Oyster Bar","7400 Lakeshore Dr","New Orleans","LA","70124",30.023792,-90.1136223,3.5,255,1
"378",889,"c6xOzTbNqD-1g9PoxAh4DQ","The Wine Loft","503 12th Ave S","Nashville","TN","37203",36.1520443,-86.7846698,3,36,0
"379",890,"YhQAQhG1IkXJH7oLZMbM9w","Del Taco","252 Los Altos Pkwy","Sparks","NV","89431",39.5836527,-119.740935,1.5,60,1
"380",892,"qMmEEvmRvcyJUD5SrKNCtA","King Ribs Bar-B-Q","5610 Georgetown Rd","Indianapolis","IN","46254",39.8540036,-86.2406392,3,20,1
"381",893,"Ei0wJeADbNtwvA9CrvknJw","Cocco's Gelateria","550 S Oak Ave","Primos","PA","19018",39.9199693,-75.2984646,4.5,37,1
"382",898,"qS4CaO_u_vMrTl31XJto1A","Szechuan Paramount Restaurant","12901 97 Street NW","Edmonton","AB","T5E 4C2",53.5878652,-113.4915257,3,25,1
"383",901,"NVpbPRDvfwjb85CJwWE0nQ","China Wok","545 Rockledge Ave","Huntingdon Valley","PA","19006",40.0903977316,-75.0926760348,4,55,1
"384",902,"LVteL0Rnh2E_yOFCLJUPhg","Double Decker Pizza - Media","415 E Baltimore Ave","Media","PA","19063",39.916169,-75.382347,4,88,1
"385",906,"VS4iEul7Rp4jJGcNcKu4FA","Brew House Pub & Grill","6395 S McCarran Blvd","Reno","NV","89509",39.4772227,-119.7930507,3,6,0
"386",908,"HjLYCBxJti8V-hsP_yVZ3w","Taj Mahal Homestyle Indian & Pakistani Cuisine","150 N 8th St, Ste 222","Boise","ID","83702",43.6161949628,-116.2027077,4,280,1
"387",909,"Iuir7lUtx-LMhYtStwyf3Q","Another Broken Egg Cafe","5025 E 82nd St, Ste 2500","Indianapolis","IN","46250",39.904151,-86.083809,4,26,1
"388",910,"B6GLK-7h305joEgUjXlH-A","Family Beverage","1200 Welsh Rd","North Wales","PA","19454",40.228372,-75.259942,3,6,1
"389",912,"vVm2qH6n4tWzN_qv6PBIVw","The Humming Bird Jerk house","17631 Bruce B Downs Blvd, Unit F","Tampa","FL","33647",28.130283,-82.364992,3.5,32,1
"390",915,"skN2XhKXlcjf53uIwzAedw","Burger Up - Franklin","401 Cool Springs Blvd","Franklin","TN","37067",35.9459704793,-86.8279486659,3.5,329,1
"391",916,"du_yelFmWOZDEyIAE-jdsQ","Taco Del Mar","1515-Poydras St, Ste 160","New Orleans","LA","70112",29.9522480802,-90.0782639989,2,9,1
"392",920,"nePPSHdai8L7aWmXwOZHEg","Stokehold Restaurant","4124 Tchoupitoulas St","New Orleans","LA","70115",29.9170045,-90.0982621,4.5,13,0
"393",921,"vLT1KtrA9bWvjFOg-0xVIg","Pieology Pizzeria","7000 Hollister Ave, Ste F","Goleta","CA","93117",34.4304533,-119.8723449,3.5,131,0
"394",922,"y1HgVnt4K5owmYXC5yXLGg","Flambo Caribbean Restaurant","820 N Broad St","Philadelphia","PA","19130",39.9686973,-75.1606146,4.5,138,1
"395",924,"jBCgQ6nZDsMCWU7eaSxOpw","Whaley's Blazin BBQ","18213 N US Highway 41","Lutz","FL","33549",28.137927,-82.4626332,4.5,58,0
"396",925,"ixj7fzkBZOvwIphmfbyJMg","Purple Penguin Candy Emporium","3392 E 22nd St","Tucson","AZ","85713",32.2066779,-110.9205967,5,14,1
"397",928,"hfN3l0gJ-XszD1XFGNvA6A","Akira","720 Haddon Ave","Collingswood","NJ","08108",39.91576,-75.068382,3,40,0
"398",929,"bA67-1nlrQpuPAowhGnvIw","Save A Lot","6536 Massachusetts Ave","New Port Richey","FL","34653",28.2574576,-82.7057537,3,7,1
"399",930,"vo12FJ4dAdP8Jr4ctFYRkg","Painturo's","12910 Lebanon Rd","Mount Juliet","TN","37122",36.2244538,-86.5418712,4,46,1
"400",934,"8P7YOM9ThhTvLqXfSWRcRA","Noodles & Company","10925 Olive Blvd","Creve Coeur","MO","63141",38.6735532,-90.4204985,3.5,65,1
"401",938,"I2CxrvM0BGH1svfxqGGD2g","M.L.Rose Craft Beer & Burgers - Melrose","2535 8th Ave S, Ste 107","Nashville","TN","37204",36.1226231735,-86.7761365195,3.5,472,1
"402",939,"wMJlbZt2vOTG_FV96gkRVA","Dunkin'","1410 Route 38","Cherry Hill","NJ","08002",39.9374871,-75.0363126,3.5,6,1
"403",940,"RrqRin8BYGrTlJbCDwtLzA","Wawa","3744 Spruce St","Philadelphia","PA","19104",39.9510885597,-75.1989988336,3.5,50,1
"404",946,"-ujBP1Dw0j1-Ffaz97-LXQ","Lama Dog Tap Room","116 Santa Barbara St","Santa Barbara","CA","93101",34.4157471,-119.6884801,4,238,1
"405",948,"Nolwnmtnt5QeDGlS0bsCGQ","Five Guys","993 Fir Street, Unit 60","Sherwood Park","AB","T8A 4N5",53.5126210396,-113.3219998596,4,37,1
"406",949,"25ZRypSbZUHrPe6PFYQ2sw","Quiznos","8665 W Franklin Rd","Boise","ID","83709",43.6048735,-116.2900126,3.5,5,0
"407",950,"IrDV880tvqNdP9RyYtu2ew","G & L Import Export","4828 E 22nd St","Tucson","AZ","85711",32.206256,-110.8889135,4,20,1
"408",951,"IgNDlyLERBwFGphgcC5VDQ","Cosi","1128 Walnut St","Philadelphia","PA","19107",39.9487514826,-75.1604487143,2.5,63,0
"409",953,"BIJz39GnlrVUhrWPiWGECQ","ALDI","1205 Macdade Blvd","Collingdale","PA","19023",39.9091231251,-75.2841462163,3.5,14,1
"410",954,"2vAqYNN86VWXZiy2E96-TQ","Chick-fil-A","1303 E University Blvd, Ste 149","Tucson","AZ","85719",32.2324455,-110.9516985,3,13,1
"411",955,"wUEbysNWCtMSQAio6Ktn6Q","Lucianis Pizzeria & GRILL","471 Pinetown Rd","Fort Washington","PA","19034",40.138836,-75.1952339,3,22,1
"412",956,"QpPc51mH86xyrRmnFijpTQ","Kávé Express","500 W Main St","Hendersonville","TN","37075",36.3027229388,-86.6324932185,4.5,50,1
"413",957,"W4ZEKkva9HpAdZG88juwyQ","Mr. B's Bistro","201 Royal St","New Orleans","LA","70130",29.9543868,-90.0683629,4,2064,1
"414",958,"fVPPZWf5QghlCLYRYec1rg","China Sunrise Restaurant","6878 E Sunrise Dr, Ste 120","Tucson","AZ","85750",32.3088305,-110.8454971,3.5,12,0
"415",963,"sZyBB8wv0O1We1x40-Edug","Dunkin'","11404 S US Hwy 301","Riverview","FL","33569",27.834780999,-82.3281975657,2.5,30,1
"416",964,"vuL3QCjFZ7lU5LMdUAmZ9Q","Subway","383 W Lancaster Ave","Wayne","PA","19087",40.0442635,-75.3993543,1.5,5,0
"417",965,"eFMPUHyo-XKACgJx46unaA","Dutch Oven Bakery, Inc","123 W Ridge Pke","Limerick","PA","19468",40.219679,-75.508814,2.5,8,0
"418",968,"3swM60bulnut1d4AZti80Q","Rockabilly Grill","3700 N Oracle Rd","Tucson","AZ","85705",32.2739894,-110.9775344,3.5,37,1
"419",971,"4fUok5d5vgdQEb1Bzzg0rA","Olive Garden Italian Restaurant","1315 W Esplanade Ave","Kenner","LA","70065",30.0200051249,-90.2493493809,3.5,115,1
"420",975,"AKFahOtdDQA7NVXZyDajCA","Trader Joe's","4766 E Grant Rd","Tucson","AZ","85712",32.2497812,-110.8909436,4,76,1
"421",976,"bdth7r1brx9yRU7sYwF9jQ","Nippon Tei","14025 Manchester Rd","Ballwin","MO","63011",38.596068,-90.493565,4,254,1
"422",978,"oY6osC4Ch3PvguA7D1hh_w","Starbucks","1251 Route 130 S","Cinnaminson","NJ","08077",40.000157,-74.9873134,4.5,7,1
"423",981,"g7GCbnZC_HKO0ybNt7NXBw","Popeyes Louisiana Kitchen","443 Opry Mills Dr","Nashville","TN","37214",36.202427,-86.692898,1,6,1
"424",987,"a4BzM4nqUzJRqszzEV1fJQ","Italian Style! Italian Restaurant","1203 Murfreesboro Rd, Ste 501","Franklin","TN","37067",35.9173052,-86.8296648,3.5,5,0
"425",989,"5cz1XbgalpQ89gsNQwneVQ","Portofino's Italian Kitchen","6742 Memorial Hwy","Tampa","FL","33615",27.9955961525,-82.5828616138,4,59,0
"426",995,"iNMdSi5bmvGSGeRQiUW4dw","Wendy's","3535 E. Irvington Road","Tucson","AZ","85714",32.1637404,-110.9167218,2.5,14,1
"427",1000,"rBE5TT_ndOOczNBrbRnJwA","Dio Modern Mediteranean","519 N Franklin St","Tampa","FL","33602",27.9491200666,-82.458398826,4,325,1
"428",1007,"oRZzKWdyMQld6N_y4UWkAg","Terra Sur Cafe","5330 Ehrlich Rd, Ste 103","Tampa","FL","33624",28.0819277157,-82.5391477434,4,316,1
"429",1008,"KXVn1sHOBrLvARWYUhI-lg","Stardust Tea Spices and Beads","850 Hillwood Blvd, Ste 7","Nashville","TN","37209",36.1384241,-86.8791496,4.5,6,1
"430",1011,"KwCZuRlaeciJsOXkCOtjDA","Meat Depot","1401 E Fowler Ave","Tampa","FL","33612",28.0533777,-82.4442952,3.5,10,1
"431",1012,"biGIDbCGsAZJ-Y4zyV_b_A","Taza Mediterranean Grill","1076 East Brandon Blvd","Brandon","FL","33511",27.940439,-82.266787,4.5,65,0
"432",1015,"SSZDGl2J-CEyIzuIbEiYNQ","Caleco's Bar & Grill","101 N Broadway","Saint Louis","MO","63102",38.62644,-90.1897829,3,532,0
"433",1016,"8mElCveTpsBGuu9zOdLXbQ","Dream Tea House","West Edmonton Mall, 8882 170th St","Edmonton","AB","T5T 4M2",53.5230582,-113.623717,4,30,1
"434",1018,"_Oksx3ALgKLRVxeAR8l_qA","V-Trap Kitchen and Lounge","607 N Lincoln St","Wilmington","DE","19805",39.7506101734,-75.5708500743,5,13,0
"435",1025,"LKGlZW0mmuoXvKB04FSP-A","Crab Du Jour","5480 NJ-42 N","Turnersville","NJ","08012",39.7566327,-75.0463982,3.5,26,1
"436",1029,"dUctvEfHQccW_uxtRup2QQ","Tsunami Japanese Steakhouse","2176 Tyrone Blvd N","Saint Petersburg","FL","33710",27.7899621,-82.7262212,3,212,1
"437",1030,"6_p0P4GqIfzEct-73-cbJA","Rum Cakes Etc By Bert","900 W Moana Ln","Reno","NV","89509",39.4908088,-119.8057064,3.5,7,0
"438",1031,"TSgZB6PkWFjmasewVkySjA","Bar-B-Q Heaven","877 E 30th St","Indianapolis","IN","46205",39.8104692,-86.1413134,3,10,1
"439",1033,"kpFgC_cTU2yBPi-G_vFHTA","Thai King","6066 E 82th St","Indianapolis","IN","46250",39.9060335,-86.0639725,4.5,7,0
"440",1034,"ByTZJsTDDhvOYKCj7uoy4w","Rumours Wine and Art Bar","2304 12th Ave S","Nashville","TN","37204",36.1271133,-86.7889412,3,29,0
"441",1035,"qWZimITbVwNSGJZsuM47-Q","Pho Orchid Uptown","2135 St Charles Ave","New Orleans","LA","70130",29.9345207214,-90.0806121826,3.5,81,0
"442",1039,"L_sXNadtVHjxMw7Yhvkj9Q","Naoki Ramen","915 Race St","Philadelphia","PA","19107",39.955454,-75.1549,4,92,0
"443",1044,"RJPRi1pwocHNZr9ISz_P-A","National Underground","105 Broadway","Nashville","TN","37201",36.1617952,-86.7744663,2.5,126,0
"444",1046,"micimc15zJloGJaktAHBsQ","Nacho Mama's Mexican Grill","6325 Elysian Fields","New Orleans","LA","70122",30.0237817,-90.0608272,2.5,14,0
"445",1050,"8YdvaCDx8SQvuZCUyR2mkg","Schnucks - Woods Mill","1060 Woods Mill Rd","Town and Country","MO","63017",38.6230606,-90.5134946,4,16,1
"446",1051,"CjkxTRergWcYWb4SVW3gxw","Smokin' Out","3333 US Hwy 19","Holiday","FL","34691",28.20766,-82.740475,4.5,88,0
"447",1052,"FBf4fTg9BZrDYxCWTUfdFQ","Healthy Blend Cafe","609 Cross Keys Rd","Sicklerville","NJ","08081",39.7356600939,-75.0060301647,3,5,1
"448",1057,"PfusNFPwZFcJGHgfZMw2RQ","Basically Buttercream Bakery & Cafe","729 N Green St, Ste F","Brownsburg","IN","46112",39.85429,-86.39273,2.5,8,0
"449",1058,"K5ffo0hkwhG33BDNQrJF6A","Slate Bleu Restaurant","100 S Main St","Doylestown","PA","18901",40.3072739,-75.1299259,4,105,1
"450",1059,"Ojd913yxClnEwQSthSd8XQ","BarBurrito - South Edmonton","2213 98th St NW","Edmonton","AB","T6N 1K7",53.4531516,-113.48298,3.5,8,1
"451",1060,"oQYZ3j2H758y07p4RpCWug","August Rhodes Bakery","3073 N Campbell Ave","Tucson","AZ","85719",32.2627192,-110.9446296,4.5,89,1
"452",1061,"3Kj0DlqXWTGqi6GUsM0Nfg","El Rancho Mexican Grill","10128 US Hwy 19","Port Richey","FL","34668",28.2867431,-82.7152898,2.5,9,0
"453",1062,"lgu_KwQLd8TX2ewsNIzsjA","K-Bop STL","6120 Delmar Blvd","St Louis","MO","63112",38.6549760334,-90.2968843281,4.5,69,1
"454",1065,"HuDNHqKv9n1mWpe4BqCnwA","Minas Pizza","6151 Ridge Ave","Philadelphia","PA","19128",40.0352350987,-75.2167929785,3,54,1
"455",1066,"XQnb4KnTqO-QdvEFYpcwAA","Domino's Pizza","1092 Westbank Expressway","Westwego","LA","70094",29.8968561,-90.1409146,2.5,11,1
"456",1067,"H2nFgEFitRk7ltE8IRH0xA","Taco Bell","4647 West Kennedy Blvd","Tampa","FL","33609",27.944918,-82.523213,2.5,42,1
"457",1072,"Y2NFeGtConx1qciSPKcRlA","Reginelli's Pizzeria - Closed","3244 Magazine St","New Orleans","LA","70115",29.9233127,-90.0875812,3.5,171,0
"458",1079,"VJnq2lgXILRaGuXXlmRztw","Eagles Peak Spring Water","584 Rte 313","Fountainville","PA","18923",40.34061,-75.150473,2,18,0
"459",1081,"98fsEVTy5Ses0Pb03AhzFA","Giant Food Stores","833 W Trenton Ave","Morrisville","PA","19067",40.206509,-74.801599,3,9,1
"460",1082,"hxwnCZ75lOoQP4CRqjNGhA","Cutting Edge Nutrition","8282 Center Run Dr","Indianapolis","IN","46250",39.908443,-86.058459,5,5,1
"461",1083,"koeubKPpi6ax4FDh7_zcWg","Palo De Azucar Cafe","862 S Broad St","Trenton","NJ","08611",40.2071578,-74.7499323386,5,5,1
"462",1087,"3xqHC4ccVvdcFdn04v7GWA","Cake Boutique","5420 E Broadway Blvd, Ste 240","Tucson","AZ","85711",32.2215168,-110.8768364,1.5,6,0
"463",1088,"A6FDSdfwLPgl2T3ayKllqQ","Chili's Texas Grill","17020 100th Avenue","Edmonton","AB","T5S 2E7",53.5399983,-113.6163226,2.5,20,0
"464",1089,"CqHqTCCNDioX_1cHgIs81Q","Schnucks Creve Coeur","10650 Olive Blvd","St. Louis","MO","63141",38.6724037,-90.4141381,2.5,7,1
"465",1091,"BxR5hjyBnJZrm_nnaCtGQw","The Lunar Inn","3124 Richmond St","Philadelphia","PA","19134",39.9822933,-75.1031599,4.5,29,1
"466",1092,"0AQJ-QTu7GtxaP4SoD07yA","Sno-La Snowball Lounge","2311 N Causeway Blvd","New Orleans","LA","70001",29.9943479,-90.1550396,4.5,177,0
"467",1093,"T9n_LqUUhC2b1ALhg57Y5Q","Texas Roadhouse","1545 Street Rd","Bensalem","PA","19020",40.09165,-74.93997,4,240,1
"468",1095,"slie9368A_rG70_1Wxe50g","Domino's Pizza","3118 E Fort Lowell Rd","Tucson","AZ","85716",32.2644762747,-110.9259400061,2.5,27,1
"469",1096,"_NhT0A3LUEd75L_cEXf2_A","Season's Pizza","1721 W Gilpin Dr","Wilmington","DE","19805",39.7457361,-75.6098744,3,7,1
"470",1097,"4TQMOy00KD_54xSFwKgMZw","Ndulge","4373 Main St","Philadelphia","PA","19127",40.025842293,-75.2243893677,3.5,15,0
"471",1099,"n1HOCV74TBVZdQdOUgp9xA","Moe's Southwest Grill","611 Berlin Cross Keys Rd","Sicklerville","NJ","08081",39.7357834,-75.0083576,2,50,0
"472",1106,"NQSnr4RPUScss607oxOaqw","Chase's Hop Shop","7235 Rising Sun Ave","Philadelphia","PA","19111",40.0603863,-75.0845897,4.5,116,1
"473",1107,"Ea2hPSFazxXITET4f6ZJhw","Beef 'O' Brady's","18421 N US Hwy 41","Lutz","FL","33549",28.140648,-82.461204,3,46,1
"474",1108,"C3roKH0ekXBz8l0ZoUIvAA","Roadrunner Coffee Co.","1545 W Wetmore Rd","Tucson","AZ","85705",32.2865595,-110.9982234,4,9,1
"475",1109,"UAi8nZY-tCA758y4_8Meuw","Fullylove’s Restaurant","2660 N Campbell","Tucson","AZ","85719",32.2555727924,-110.9435389043,4.5,25,0
"476",1112,"E3xBC7Bb6KRlZeqcY3bWtA","Build-a-Burger","3811 Green Hills Village Dr","Nashville","TN","37215",36.1084621,-86.8164366,2.5,38,0
"477",1113,"hGy3actugEISbvEGQeMz3A","Dunkin'","800 Main St","Royersford","PA","19468",40.1905208,-75.5320826,2,23,1
"478",1115,"7utsfp2dXJ09j8Gb9hAIvA","Suzy-Jo Donuts","49 E 4th St","Bridgeport","PA","19405",40.1053723,-75.3404208,4.5,89,1
"479",1116,"joeRm-_7T0XTkMdKo2nbaA","Paola's Pizzeria","128 N Wayne Ave","Wayne","PA","19087",40.0451819,-75.388188,4.5,126,1
"480",1117,"QehLpDI-ZdJJLu5dobDdxg","Mundare Sausage House","4824 118 Avenue NW","Edmonton","AB","T5W 1B4",53.570634,-113.416455,4,7,1
"481",1118,"k0AO8X3VzWe_F4lkMb0eSg","The Cubby Hole","37 E Main St, FL 1","Moorestown","NJ","08057",39.9647367,-74.9453088,4.5,202,1
"482",1120,"ZU82RHDmAgKg156YyYS3gA","Truckee Meadow Herbs","1170 S Wells Ave, Ste 4","Reno","NV","89502",39.514084,-119.802766,4.5,15,1
"483",1121,"_HcAoG6Jj_XTj4-XNEbo6Q","Fuzzy's Taco Shop","5621 E Fowler Ave, Units 201-207","Tampa","FL","33617",28.0533288743,-82.3928146398,3,172,1
"484",1125,"MuKoTR56s6elHEI2wUkgJA","Grace Meat + Three","4270 Manchester","St. Louis","MO","63110",38.6267906,-90.2567049,4.5,470,1
"485",1126,"V6Om7YZhlRQRU7WfuxHq8Q","Beck's Cajun Cafe","51 N 12th St","Philadelphia","PA","19107",39.9533224742,-75.1590000821,4,485,1
"486",1128,"COclRBaXBjYpomS4syUmvg","Monon Coffee Company","920 E Westfield Blvd","Indianapolis","IN","46220",39.870878,-86.1422438,4,170,1
"487",1134,"qUHaTDZlzjPXSvXrLk66mw","Rai Rai Ramen","1200 S Church St","Mount Laurel Township","NJ","08054",39.9199498,-74.9283212,4.5,196,1
"488",1135,"DOl21AqtT74dUZ3kvXNNcA","Golden Triangle","610 S 5th St","Philadelphia","PA","19147",39.9415201345,-75.1509702725,4.5,159,1
"489",1138,"q40E5X_HdjeM_Kl1BE7Gtg","Orchid Thai Foods","17022 Palm Pointe Dr","Tampa","FL","33647",28.1184025,-82.3816714,4.5,62,0
"490",1139,"I4TFiNX5gTsJBnEGH2Tl8Q","Benna's West","1444 S Broad St","Philadelphia","PA","19146",39.931855,-75.168473,3.5,47,0
"491",1141,"wgcSbX3osqRibWW7pVyfww","Jack in the Box","1202 W St Marys Rd","Tucson","AZ","85745",32.2298503,-110.9900599,2,13,1
"492",1145,"FzelkV3vzxkRgBmVSIqALA","Edley’s","2392 S State Rt 157","Glen Carbon","IL","62034",38.7733254332,-89.9929298076,3,34,1
"493",1150,"MKy5T5exCdH4IUVlYPtWkw","El Taco Torro","4240 N Franklin Rd, Ste 101","Indianapolis","IN","46226",39.834095,-86.0276615,3.5,14,1
"494",1151,"GfDdZfZeq690h3AS5QbjvA","MOD Pizza","600 N Milwaukee St","Boise","ID","83704",43.6105313,-116.2838307,3.5,22,1
"495",1152,"12kD46cnLyMXUQTCI2N0ug","P&P Grocery","4307 Locust St","Philadelphia","PA","19104",39.9539236,-75.2096903,4.5,13,0
"496",1160,"qbPsfIKJZQAlrPaYmSyZuQ","All Wrapped Up",NA,"Sparks","NV","89431",39.5401545,-119.7483949,4,7,1
"497",1165,"lj-E32x9_FA7GmUrBGBEWg","Brio Italian Grille","1601 S Lindbergh Blvd","St Louis","MO","63131",38.6324938,-90.4064437,3.5,366,1
"498",1173,"4Rz9e2RmP7ErILpcls-n2w","Belle Restaurant","5025 Harding Pike","Nashville","TN","37205",36.1049162,-86.8646954,3,5,0
"499",1175,"QNxXsVPYcecUuhGRG-88OQ","Harvest Bowl Eatery & Market","6109 N Florida Ave","Tampa","FL","33604",28.002703,-82.4590917,4,101,1
"500",1176,"RzGr37s8p2ujVuN9of7ksQ","Panaderia La Conchita","4239 Nolensville Pike","Nashville","TN","37211",36.0744978515,-86.7254739712,4.5,44,1
"501",1178,"jV5xo3OidGMJeygZ8neKNQ","ALDI","812 N Delsea Dr","Glassboro","NJ","08028",39.7208707952,-75.1122757,4.5,5,1
"502",1180,"_v8Ccd70N6uXw8muQeyhOA","Moxie's Grill & Bar","13551 St Albert Trail","Edmonton","AB","T5L 5E7",53.5978212,-113.5706935,3.5,52,1
"503",1182,"isbeaPln-E0DdffLRsuFhw","Francisco's On The River","1251 River Rd","Washington Crossing","PA","18977",40.3136566,-74.8957796,4,109,1
"504",1183,"5wgoIQXyP3BEPZLiVi1W8A","The Howlin' Wolf","907 S Peters St","New Orleans","LA","70130",29.9426876,-90.065991,3.5,213,1
"505",1185,"EvZxyqrR2xej3CT14pLa7w","An American Place","822 Washington Ave","Saint Louis","MO","63101",38.6307201,-90.1922467,3,22,0
